battery,dataset,k,method
sipu,d31,31,mst_divisive_GDunn_d3_D2
sipu,d31,31,mst_divisive_GDunn_d1_D3
sipu,d31,31,mst_divisive_GDunn_d1_D2
sipu,d31,31,Genie_G1.0
sipu,d31,31,FCPS_HDBSCAN_2
sipu,d31,31,mst_divisive_GDunn_d4_D3
sipu,d31,31,FCPS_HDBSCAN_4
sipu,d31,31,mst_divisive_GDunn_d4_D2
sipu,d31,31,FCPS_HDBSCAN_8
sipu,d31,31,mst_divisive_GDunn_d4_D1
sipu,d31,31,mst_divisive_SilhouetteW
sipu,d31,31,mst_divisive_DaviesBouldin
sipu,flame,2,Genie_G0.1
sipu,flame,2,Genie_G0.3
sipu,flame,2,mst_divisive_DuNN_25_Mean_Mean
sipu,flame,2,CTCEHC
sipu,flame,2,mst_divisive_DuNN_25_Min_Max
sipu,flame,2,DuNN_25_Mean_Mean
sipu,flame,2,Genie_G0.5
sipu,flame,2,Genie_G0.7
sipu,flame,2,GIc
sipu,flame,2,sklearn_spectral_Alaplacian_G5
sipu,flame,2,FCPS_Minimax
sipu,flame,2,FCPS_Diana
sipu,flame,2,Silhouette
sipu,flame,2,GDunn_d2_D3
sipu,flame,2,GDunn_d2_D2
sipu,flame,2,GDunn_d3_D2
sipu,flame,2,FCPS_Softcl
sipu,flame,2,FCPS_Clara
sipu,flame,2,GDunn_d3_D3
sipu,flame,2,DuNN_25_Max_Min
sipu,flame,2,GDunn_d5_D3
sipu,flame,2,FCPS_PAM
sipu,flame,2,FCPS_Hardcl
sipu,flame,2,DuNN_25_Min_Max
sipu,flame,2,FCPS_Fanny
sipu,flame,2,fastcluster_average
sipu,flame,2,CalinskiHarabasz
sipu,flame,2,sklearn_kmeans
sipu,flame,2,fastcluster_weighted
sipu,flame,2,FCPS_MinEnergy
sipu,flame,2,FCPS_AdaptiveDensityPeak
sipu,flame,2,IcA
sipu,flame,2,ITM
sipu,flame,2,mst_divisive_Silhouette
sipu,flame,2,mst_divisive_CalinskiHarabasz
sipu,flame,2,mst_divisive_GDunn_d2_D3
sipu,flame,2,mst_divisive_GDunn_d2_D2
sipu,flame,2,sklearn_gm
sipu,flame,2,mst_divisive_GDunn_d2_D1
sipu,flame,2,fastcluster_median
sipu,flame,2,sklearn_birch_T0.01_BF50
sipu,flame,2,fastcluster_ward
sipu,flame,2,GDunn_d5_D2
sipu,flame,2,mst_divisive_DuNN_25_Max_Min
sipu,flame,2,fastcluster_complete
sipu,flame,2,GDunn_d2_D1
sipu,flame,2,WCNN_25
sipu,flame,2,mst_divisive_WCNN_25
sipu,flame,2,mst_divisive_BallHall
sipu,flame,2,BallHall
sipu,flame,2,GDunn_d5_D1
sipu,flame,2,FCPS_HDBSCAN_2
sipu,flame,2,fastcluster_centroid
sipu,flame,2,Genie_G1.0
sipu,flame,2,mst_divisive_GDunn_d1_D3
sipu,flame,2,GDunn_d3_D1
sipu,flame,2,mst_divisive_GDunn_d5_D1
sipu,flame,2,mst_divisive_GDunn_d3_D1
sipu,flame,2,mst_divisive_SilhouetteW
sipu,flame,2,GDunn_d1_D1
sipu,flame,2,GDunn_d1_D2
sipu,flame,2,GDunn_d1_D3
sipu,flame,2,SilhouetteW
sipu,flame,2,mst_divisive_DaviesBouldin
sipu,flame,2,mst_divisive_GDunn_d1_D1
sipu,flame,2,mst_divisive_GDunn_d1_D2
sipu,flame,2,DaviesBouldin
sipu,flame,2,HEMST
sipu,flame,2,mst_divisive_GDunn_d5_D2
sipu,flame,2,mst_divisive_GDunn_d5_D3
sipu,flame,2,mst_divisive_GDunn_d4_D2
sipu,flame,2,GDunn_d4_D1
sipu,flame,2,GDunn_d4_D2
sipu,flame,2,mst_divisive_GDunn_d4_D1
sipu,flame,2,GDunn_d4_D3
sipu,flame,2,FCPS_HDBSCAN_8
