battery,dataset,k,method
other,chameleon_t4_8k,6,GDunn_d5_D3
other,chameleon_t4_8k,6,DuNN_25_Max_Min
other,chameleon_t4_8k,6,mst_divisive_BallHall
other,chameleon_t4_8k,6,GDunn_d5_D2
other,chameleon_t4_8k,6,mst_divisive_GDunn_d3_D1
other,chameleon_t4_8k,6,fastcluster_median
other,chameleon_t4_8k,6,DaviesBouldin
other,chameleon_t4_8k,6,mst_divisive_DuNN_25_Max_Min
other,chameleon_t4_8k,6,mst_divisive_WCNN_25
other,chameleon_t4_8k,6,mst_divisive_GDunn_d4_D2
other,chameleon_t4_8k,6,mst_divisive_GDunn_d4_D3
other,chameleon_t4_8k,6,mst_divisive_GDunn_d4_D1
other,chameleon_t4_8k,6,mst_divisive_GDunn_d3_D3
other,chameleon_t4_8k,6,mst_divisive_DuNN_25_Mean_Mean
other,chameleon_t4_8k,6,mst_divisive_GDunn_d3_D2
other,chameleon_t4_8k,6,mst_divisive_DaviesBouldin
other,chameleon_t4_8k,6,mst_divisive_DuNN_25_Min_Max
other,chameleon_t4_8k,6,GDunn_d5_D1
other,chameleon_t4_8k,6,HEMST
other,chameleon_t4_8k,6,mst_divisive_SilhouetteW
other,chameleon_t4_8k,6,GDunn_d1_D1
other,chameleon_t4_8k,6,GDunn_d1_D2
other,chameleon_t4_8k,6,GDunn_d1_D3
other,chameleon_t4_8k,6,SilhouetteW
other,chameleon_t4_8k,6,FCPS_HDBSCAN_8
other,chameleon_t4_8k,6,mst_divisive_GDunn_d1_D2
other,chameleon_t4_8k,6,Genie_G1.0
other,chameleon_t4_8k,6,mst_divisive_GDunn_d1_D1
other,chameleon_t4_8k,6,mst_divisive_GDunn_d1_D3
other,chameleon_t4_8k,6,FCPS_HDBSCAN_2
other,chameleon_t4_8k,6,FCPS_HDBSCAN_4
other,chameleon_t5_8k,6,Genie_G0.1
other,chameleon_t5_8k,6,FCPS_Softcl
other,chameleon_t5_8k,6,FCPS_Clara
other,chameleon_t5_8k,6,FCPS_PAM
other,chameleon_t5_8k,6,BallHall
other,chameleon_t5_8k,6,CalinskiHarabasz
other,chameleon_t5_8k,6,sklearn_kmeans
other,chameleon_t5_8k,6,GDunn_d1_D1
other,chameleon_t5_8k,6,GDunn_d1_D2
other,chameleon_t5_8k,6,GDunn_d1_D3
other,chameleon_t5_8k,6,Silhouette
other,chameleon_t5_8k,6,Genie_G0.3
other,chameleon_t5_8k,6,mst_divisive_BallHall
other,chameleon_t5_8k,6,mst_divisive_Silhouette
other,chameleon_t5_8k,6,FCPS_Fanny
other,chameleon_t5_8k,6,sklearn_gm
other,chameleon_t5_8k,6,GIc
other,chameleon_t5_8k,6,fastcluster_ward
other,chameleon_t5_8k,6,sklearn_spectral_Alaplacian_G5
other,chameleon_t5_8k,6,FCPS_MinEnergy
other,chameleon_t5_8k,6,fastcluster_centroid
other,chameleon_t5_8k,6,GDunn_d4_D3
other,chameleon_t5_8k,6,sklearn_birch_T0.01_BF50
other,chameleon_t5_8k,6,fastcluster_average
other,chameleon_t5_8k,6,GDunn_d3_D2
other,chameleon_t5_8k,6,GDunn_d4_D2
other,chameleon_t5_8k,6,GDunn_d2_D1
other,chameleon_t5_8k,6,GDunn_d3_D3
other,chameleon_t5_8k,6,GDunn_d2_D2
other,chameleon_t5_8k,6,GDunn_d5_D3
other,chameleon_t5_8k,6,GDunn_d2_D3
other,chameleon_t5_8k,6,mst_divisive_CalinskiHarabasz
other,chameleon_t5_8k,6,mst_divisive_GDunn_d4_D1
other,chameleon_t5_8k,6,mst_divisive_GDunn_d3_D1
other,chameleon_t5_8k,6,GDunn_d3_D1
other,chameleon_t5_8k,6,GDunn_d4_D1
other,chameleon_t5_8k,6,FCPS_Minimax
other,chameleon_t5_8k,6,FCPS_Diana
other,chameleon_t5_8k,6,mst_divisive_GDunn_d2_D1
other,chameleon_t5_8k,6,mst_divisive_GDunn_d2_D3
other,chameleon_t5_8k,6,mst_divisive_GDunn_d2_D2
other,chameleon_t5_8k,6,IcA
other,chameleon_t5_8k,6,fastcluster_complete
other,chameleon_t5_8k,6,Genie_G0.5
other,chameleon_t5_8k,6,FCPS_Hardcl
other,chameleon_t5_8k,6,ITM
other,chameleon_t5_8k,6,fastcluster_weighted
other,chameleon_t5_8k,6,mst_divisive_GDunn_d5_D2
other,chameleon_t5_8k,6,mst_divisive_GDunn_d5_D3
other,chameleon_t5_8k,6,mst_divisive_GDunn_d5_D1
other,chameleon_t5_8k,6,CTCEHC
other,chameleon_t5_8k,6,fastcluster_median
other,chameleon_t5_8k,6,GDunn_d5_D2
other,chameleon_t5_8k,6,mst_divisive_DuNN_25_Mean_Mean
other,chameleon_t5_8k,6,WCNN_25
other,chameleon_t5_8k,6,DuNN_25_Min_Max
other,chameleon_t5_8k,6,DuNN_25_Mean_Mean
other,chameleon_t5_8k,6,DaviesBouldin
other,chameleon_t5_8k,6,HEMST
other,chameleon_t5_8k,6,Genie_G0.7
other,chameleon_t5_8k,6,DuNN_25_Max_Min
other,chameleon_t5_8k,6,mst_divisive_DuNN_25_Max_Min
other,chameleon_t5_8k,6,FCPS_AdaptiveDensityPeak
other,chameleon_t5_8k,6,GDunn_d5_D1
other,chameleon_t5_8k,6,mst_divisive_SilhouetteW
other,chameleon_t5_8k,6,SilhouetteW
other,chameleon_t5_8k,6,mst_divisive_GDunn_d4_D3
other,chameleon_t5_8k,6,mst_divisive_GDunn_d3_D2
other,chameleon_t5_8k,6,mst_divisive_DuNN_25_Min_Max
other,chameleon_t5_8k,6,mst_divisive_GDunn_d4_D2
other,chameleon_t5_8k,6,mst_divisive_GDunn_d3_D3
other,chameleon_t5_8k,6,mst_divisive_WCNN_25
other,chameleon_t5_8k,6,FCPS_HDBSCAN_4
other,chameleon_t5_8k,6,Genie_G1.0
other,chameleon_t5_8k,6,FCPS_HDBSCAN_8
other,chameleon_t5_8k,6,FCPS_HDBSCAN_2
other,chameleon_t5_8k,6,mst_divisive_GDunn_d1_D1
other,chameleon_t5_8k,6,mst_divisive_GDunn_d1_D3
other,chameleon_t5_8k,6,mst_divisive_GDunn_d1_D2
other,chameleon_t5_8k,6,mst_divisive_DaviesBouldin
other,chameleon_t7_10k,9,Genie_G0.5
other,chameleon_t7_10k,9,Genie_G0.3
other,chameleon_t7_10k,9,ITM
other,chameleon_t7_10k,9,Genie_G0.1
other,chameleon_t7_10k,9,GIc
other,chameleon_t7_10k,9,fastcluster_weighted
other,chameleon_t7_10k,9,mst_divisive_CalinskiHarabasz
other,chameleon_t7_10k,9,fastcluster_ward
other,chameleon_t7_10k,9,FCPS_MinEnergy
other,chameleon_t7_10k,9,Genie_G0.7
other,chameleon_t7_10k,9,IcA
other,chameleon_t7_10k,9,FCPS_Fanny
other,chameleon_t7_10k,9,sklearn_birch_T0.01_BF50
other,chameleon_t7_10k,9,fastcluster_centroid
other,chameleon_t7_10k,9,fastcluster_average
other,chameleon_t7_10k,9,sklearn_gm
other,chameleon_t7_10k,9,sklearn_spectral_Alaplacian_G5
other,chameleon_t7_10k,9,fastcluster_median
other,chameleon_t7_10k,9,FCPS_Softcl
other,chameleon_t7_10k,9,fastcluster_complete
other,chameleon_t7_10k,9,FCPS_Clara
other,chameleon_t7_10k,9,sklearn_kmeans
other,chameleon_t7_10k,9,FCPS_Minimax
other,chameleon_t7_10k,9,FCPS_AdaptiveDensityPeak
other,chameleon_t7_10k,9,FCPS_Diana
other,chameleon_t7_10k,9,FCPS_PAM
other,chameleon_t7_10k,9,mst_divisive_DuNN_25_Min_Max
other,chameleon_t7_10k,9,FCPS_Hardcl
other,chameleon_t7_10k,9,mst_divisive_DuNN_25_Mean_Mean
other,chameleon_t7_10k,9,mst_divisive_BallHall
other,chameleon_t7_10k,9,mst_divisive_DuNN_25_Max_Min
other,chameleon_t7_10k,9,mst_divisive_GDunn_d4_D3
other,chameleon_t7_10k,9,mst_divisive_WCNN_25
other,chameleon_t7_10k,9,mst_divisive_DaviesBouldin
other,chameleon_t7_10k,9,FCPS_HDBSCAN_2
other,chameleon_t7_10k,9,FCPS_HDBSCAN_4
other,chameleon_t7_10k,9,Genie_G1.0
other,chameleon_t7_10k,9,FCPS_HDBSCAN_8
other,chameleon_t8_8k,8,Genie_G0.7
other,chameleon_t8_8k,8,mst_divisive_DuNN_25_Min_Max
other,chameleon_t8_8k,8,mst_divisive_GDunn_d5_D1
other,chameleon_t8_8k,8,Genie_G0.5
other,chameleon_t8_8k,8,mst_divisive_DuNN_25_Mean_Mean
other,chameleon_t8_8k,8,mst_divisive_GDunn_d5_D3
other,chameleon_t8_8k,8,Genie_G0.1
other,chameleon_t8_8k,8,mst_divisive_GDunn_d5_D2
other,chameleon_t8_8k,8,ITM
other,chameleon_t8_8k,8,IcA
other,chameleon_t8_8k,8,sklearn_gm
other,chameleon_t8_8k,8,FCPS_Minimax
other,chameleon_t8_8k,8,FCPS_AdaptiveDensityPeak
other,chameleon_t8_8k,8,GIc
other,chameleon_t8_8k,8,FCPS_MinEnergy
other,chameleon_t8_8k,8,fastcluster_centroid
other,chameleon_t8_8k,8,mst_divisive_GDunn_d2_D1
other,chameleon_t8_8k,8,FCPS_Softcl
other,chameleon_t8_8k,8,sklearn_kmeans
other,chameleon_t8_8k,8,sklearn_spectral_Alaplacian_G5
other,chameleon_t8_8k,8,FCPS_Hardcl
other,chameleon_t8_8k,8,FCPS_Fanny
other,chameleon_t8_8k,8,FCPS_PAM
other,chameleon_t8_8k,8,mst_divisive_CalinskiHarabasz
other,chameleon_t8_8k,8,FCPS_Clara
other,chameleon_t8_8k,8,mst_divisive_GDunn_d2_D2
other,chameleon_t8_8k,8,Genie_G0.3
other,chameleon_t8_8k,8,fastcluster_ward
other,chameleon_t8_8k,8,fastcluster_complete
other,chameleon_t8_8k,8,mst_divisive_GDunn_d2_D3
other,chameleon_t8_8k,8,sklearn_birch_T0.01_BF50
other,chameleon_t8_8k,8,fastcluster_median
other,chameleon_t8_8k,8,fastcluster_average
other,chameleon_t8_8k,8,FCPS_Diana
other,chameleon_t8_8k,8,mst_divisive_Silhouette
other,chameleon_t8_8k,8,CTCEHC
other,chameleon_t8_8k,8,fastcluster_weighted
other,chameleon_t8_8k,8,mst_divisive_BallHall
other,chameleon_t8_8k,8,mst_divisive_GDunn_d4_D2
other,chameleon_t8_8k,8,mst_divisive_GDunn_d4_D3
other,chameleon_t8_8k,8,mst_divisive_GDunn_d4_D1
other,chameleon_t8_8k,8,mst_divisive_GDunn_d3_D3
other,chameleon_t8_8k,8,mst_divisive_GDunn_d3_D2
other,chameleon_t8_8k,8,mst_divisive_GDunn_d3_D1
other,chameleon_t8_8k,8,HEMST
other,chameleon_t8_8k,8,mst_divisive_WCNN_25
other,chameleon_t8_8k,8,mst_divisive_DuNN_25_Max_Min
other,chameleon_t8_8k,8,mst_divisive_DaviesBouldin
other,chameleon_t8_8k,8,mst_divisive_SilhouetteW
other,chameleon_t8_8k,8,mst_divisive_GDunn_d1_D3
other,chameleon_t8_8k,8,mst_divisive_GDunn_d1_D2
other,chameleon_t8_8k,8,mst_divisive_GDunn_d1_D1
other,chameleon_t8_8k,8,Genie_G1.0
other,chameleon_t8_8k,8,FCPS_HDBSCAN_8
other,chameleon_t8_8k,8,FCPS_HDBSCAN_2
other,chameleon_t8_8k,8,FCPS_HDBSCAN_4
other,hdbscan,6,Genie_G0.1
other,hdbscan,6,GIc
other,hdbscan,6,FCPS_AdaptiveDensityPeak
other,hdbscan,6,fastcluster_ward
other,hdbscan,6,ITM
other,hdbscan,6,CTCEHC
other,hdbscan,6,FCPS_MinEnergy
other,hdbscan,6,FCPS_Clara
other,hdbscan,6,sklearn_gm
other,hdbscan,6,Genie_G0.5
other,hdbscan,6,Genie_G0.3
other,hdbscan,6,FCPS_Softcl
other,hdbscan,6,fastcluster_median
other,hdbscan,6,CalinskiHarabasz
other,hdbscan,6,sklearn_kmeans
other,hdbscan,6,GDunn_d2_D3
other,hdbscan,6,GDunn_d2_D2
other,hdbscan,6,FCPS_Fanny
other,hdbscan,6,sklearn_birch_T0.01_BF50
other,hdbscan,6,IcA
other,hdbscan,6,FCPS_Hardcl
other,hdbscan,6,mst_divisive_GDunn_d5_D1
other,hdbscan,6,mst_divisive_GDunn_d5_D2
other,hdbscan,6,mst_divisive_GDunn_d5_D3
other,hdbscan,6,FCPS_PAM
other,hdbscan,6,mst_divisive_GDunn_d2_D3
other,hdbscan,6,mst_divisive_GDunn_d2_D2
other,hdbscan,6,GDunn_d4_D2
other,hdbscan,6,GDunn_d4_D3
other,hdbscan,6,mst_divisive_CalinskiHarabasz
other,hdbscan,6,FCPS_Diana
other,hdbscan,6,fastcluster_complete
other,hdbscan,6,FCPS_Minimax
other,hdbscan,6,mst_divisive_GDunn_d2_D1
other,hdbscan,6,GDunn_d2_D1
other,hdbscan,6,sklearn_spectral_Alaplacian_G5
other,hdbscan,6,GDunn_d3_D2
other,hdbscan,6,fastcluster_weighted
other,hdbscan,6,fastcluster_centroid
other,hdbscan,6,WCNN_25
other,hdbscan,6,GDunn_d3_D3
other,hdbscan,6,Silhouette
other,hdbscan,6,BallHall
other,hdbscan,6,GDunn_d4_D1
other,hdbscan,6,DuNN_25_Mean_Mean
other,hdbscan,6,HEMST
other,hdbscan,6,DuNN_25_Min_Max
other,hdbscan,6,Genie_G0.7
other,hdbscan,6,fastcluster_average
other,hdbscan,6,DuNN_25_Max_Min
other,hdbscan,6,mst_divisive_DuNN_25_Max_Min
other,hdbscan,6,GDunn_d5_D2
other,hdbscan,6,GDunn_d3_D1
other,hdbscan,6,GDunn_d5_D1
other,hdbscan,6,DaviesBouldin
other,hdbscan,6,mst_divisive_WCNN_25
other,hdbscan,6,mst_divisive_GDunn_d3_D3
other,hdbscan,6,mst_divisive_GDunn_d3_D2
other,hdbscan,6,mst_divisive_GDunn_d3_D1
other,hdbscan,6,mst_divisive_GDunn_d4_D2
other,hdbscan,6,mst_divisive_GDunn_d4_D3
other,hdbscan,6,mst_divisive_BallHall
other,hdbscan,6,GDunn_d5_D3
other,hdbscan,6,SilhouetteW
other,hdbscan,6,mst_divisive_SilhouetteW
other,hdbscan,6,mst_divisive_DuNN_25_Min_Max
other,hdbscan,6,mst_divisive_DuNN_25_Mean_Mean
other,hdbscan,6,mst_divisive_GDunn_d1_D1
other,hdbscan,6,GDunn_d1_D2
other,hdbscan,6,GDunn_d1_D1
other,hdbscan,6,Genie_G1.0
other,hdbscan,6,mst_divisive_DaviesBouldin
other,hdbscan,6,mst_divisive_Silhouette
other,hdbscan,6,FCPS_HDBSCAN_4
other,hdbscan,6,FCPS_HDBSCAN_2
other,hdbscan,6,mst_divisive_GDunn_d1_D2
other,hdbscan,6,FCPS_HDBSCAN_8
other,hdbscan,6,mst_divisive_GDunn_d1_D3
other,hdbscan,6,mst_divisive_GDunn_d4_D1
other,hdbscan,6,GDunn_d1_D3
other,iris,3,sklearn_gm
other,iris,3,Genie_G0.1
other,iris,3,Genie_G0.3
other,iris,3,ITM
other,iris,3,GIc
other,iris,3,mst_divisive_DuNN_25_Min_Max
other,iris,3,CTCEHC
other,iris,3,FCPS_Fanny
other,iris,3,fastcluster_centroid
other,iris,3,fastcluster_average
other,iris,3,FCPS_MinEnergy
other,iris,3,FCPS_Hardcl
other,iris,3,sklearn_spectral_Alaplacian_G5
other,iris,3,FCPS_Minimax
other,iris,3,WCNN_25
other,iris,3,sklearn_birch_T0.01_BF50
other,iris,3,FCPS_PAM
other,iris,3,fastcluster_ward
other,iris,3,FCPS_Softcl
other,iris,3,FCPS_Clara
other,iris,3,CalinskiHarabasz
other,iris,3,sklearn_kmeans
other,iris,3,GDunn_d4_D1
other,iris,3,GDunn_d3_D1
other,iris,3,GDunn_d2_D1
other,iris,3,mst_divisive_WCNN_25
other,iris,3,FCPS_Diana
other,iris,3,mst_divisive_BallHall
other,iris,3,GDunn_d2_D3
other,iris,3,FCPS_AdaptiveDensityPeak
other,iris,3,IcA
other,iris,3,GDunn_d2_D2
other,iris,3,mst_divisive_GDunn_d2_D2
other,iris,3,mst_divisive_GDunn_d2_D3
other,iris,3,mst_divisive_DuNN_25_Mean_Mean
other,iris,3,fastcluster_complete
other,iris,3,BallHall
other,iris,3,mst_divisive_GDunn_d2_D1
other,iris,3,DuNN_25_Min_Max
other,iris,3,mst_divisive_CalinskiHarabasz
other,iris,3,DuNN_25_Mean_Mean
other,iris,3,fastcluster_median
other,iris,3,mst_divisive_DuNN_25_Max_Min
other,iris,3,fastcluster_weighted
other,iris,3,mst_divisive_GDunn_d5_D1
other,iris,3,Genie_G0.5
other,iris,3,GDunn_d4_D2
other,iris,3,Genie_G0.7
other,iris,3,GDunn_d3_D2
other,iris,3,GDunn_d4_D3
other,iris,3,mst_divisive_GDunn_d1_D2
other,iris,3,GDunn_d3_D3
other,iris,3,mst_divisive_GDunn_d1_D1
other,iris,3,GDunn_d1_D1
other,iris,3,GDunn_d1_D3
other,iris,3,GDunn_d1_D2
other,iris,3,Genie_G1.0
other,iris,3,mst_divisive_SilhouetteW
other,iris,3,FCPS_HDBSCAN_2
other,iris,3,SilhouetteW
other,iris,3,mst_divisive_DaviesBouldin
other,iris,3,mst_divisive_GDunn_d1_D3
other,iris,3,DaviesBouldin
other,iris,3,FCPS_HDBSCAN_8
other,iris,3,FCPS_HDBSCAN_4
other,iris,3,HEMST
other,iris,3,Silhouette
other,iris,3,mst_divisive_GDunn_d5_D2
other,iris,3,mst_divisive_GDunn_d3_D1
other,iris,3,mst_divisive_GDunn_d4_D2
other,iris,3,mst_divisive_Silhouette
other,iris,3,mst_divisive_GDunn_d5_D3
other,iris,3,mst_divisive_GDunn_d4_D3
other,iris,3,mst_divisive_GDunn_d4_D1
other,iris,3,mst_divisive_GDunn_d3_D2
other,iris,3,mst_divisive_GDunn_d3_D3
other,iris,3,GDunn_d5_D2
other,iris,3,GDunn_d5_D1
other,iris,3,GDunn_d5_D3
other,iris,3,DuNN_25_Max_Min
other,iris5,3,sklearn_gm
other,iris5,3,Genie_G0.5
other,iris5,3,GIc
other,iris5,3,FCPS_MinEnergy
other,iris5,3,fastcluster_average
other,iris5,3,fastcluster_centroid
other,iris5,3,fastcluster_weighted
other,iris5,3,FCPS_AdaptiveDensityPeak
other,iris5,3,FCPS_Minimax
other,iris5,3,sklearn_spectral_Alaplacian_G5
other,iris5,3,FCPS_Clara
other,iris5,3,sklearn_birch_T0.01_BF50
other,iris5,3,CalinskiHarabasz
other,iris5,3,sklearn_kmeans
other,iris5,3,fastcluster_ward
other,iris5,3,mst_divisive_CalinskiHarabasz
other,iris5,3,mst_divisive_BallHall
other,iris5,3,mst_divisive_GDunn_d2_D3
other,iris5,3,mst_divisive_GDunn_d2_D2
other,iris5,3,FCPS_Hardcl
other,iris5,3,FCPS_Softcl
other,iris5,3,FCPS_Diana
other,iris5,3,GDunn_d2_D3
other,iris5,3,GDunn_d2_D1
other,iris5,3,GDunn_d2_D2
other,iris5,3,BallHall
other,iris5,3,fastcluster_complete
other,iris5,3,mst_divisive_GDunn_d2_D1
other,iris5,3,mst_divisive_GDunn_d5_D2
other,iris5,3,fastcluster_median
other,iris5,3,mst_divisive_GDunn_d5_D1
other,iris5,3,DuNN_25_Min_Max
other,iris5,3,WCNN_25
other,iris5,3,FCPS_Fanny
other,iris5,3,FCPS_PAM
other,iris5,3,mst_divisive_GDunn_d3_D1
other,iris5,3,mst_divisive_GDunn_d4_D3
other,iris5,3,mst_divisive_GDunn_d4_D2
other,iris5,3,mst_divisive_GDunn_d4_D1
other,iris5,3,mst_divisive_GDunn_d3_D3
other,iris5,3,mst_divisive_GDunn_d3_D2
other,iris5,3,DuNN_25_Max_Min
other,iris5,3,Genie_G0.7
other,iris5,3,GDunn_d5_D1
other,iris5,3,HEMST
other,iris5,3,GDunn_d4_D2
other,iris5,3,GDunn_d4_D3
other,iris5,3,GDunn_d4_D1
other,iris5,3,GDunn_d3_D1
other,iris5,3,GDunn_d3_D2
other,iris5,3,GDunn_d3_D3
other,iris5,3,mst_divisive_GDunn_d1_D2
other,iris5,3,GDunn_d1_D2
other,iris5,3,GDunn_d1_D1
other,iris5,3,Genie_G1.0
other,iris5,3,mst_divisive_GDunn_d1_D1
other,iris5,3,mst_divisive_GDunn_d1_D3
other,iris5,3,FCPS_HDBSCAN_2
other,iris5,3,GDunn_d1_D3
other,iris5,3,FCPS_HDBSCAN_4
other,iris5,3,mst_divisive_GDunn_d5_D3
other,iris5,3,CTCEHC
other,iris5,3,GDunn_d5_D2
other,iris5,3,Genie_G0.1
other,iris5,3,Genie_G0.3
other,iris5,3,DuNN_25_Mean_Mean
other,iris5,3,mst_divisive_Silhouette
other,iris5,3,mst_divisive_DaviesBouldin
other,iris5,3,Silhouette
other,iris5,3,IcA
other,iris5,3,ITM
other,iris5,3,mst_divisive_SilhouetteW
other,iris5,3,SilhouetteW
other,iris5,3,DaviesBouldin
other,iris5,3,GDunn_d5_D3
other,iris5,3,FCPS_HDBSCAN_8
other,square,2,Genie_G0.1
other,square,2,mst_divisive_WCNN_25
other,square,2,mst_divisive_GDunn_d1_D3
other,square,2,mst_divisive_GDunn_d1_D2
other,square,2,mst_divisive_GDunn_d1_D1
other,square,2,WCNN_25
other,square,2,GDunn_d1_D3
other,square,2,GDunn_d1_D2
other,square,2,GDunn_d1_D1
other,square,2,DuNN_25_Min_Max
other,square,2,DuNN_25_Mean_Mean
other,square,2,mst_divisive_DuNN_25_Min_Max
other,square,2,Genie_G0.3
other,square,2,mst_divisive_DuNN_25_Mean_Mean
other,square,2,ITM
other,square,2,FCPS_HDBSCAN_2
other,square,2,FCPS_HDBSCAN_4
other,square,2,GIc
other,square,2,Genie_G0.5
other,square,2,Genie_G0.7
other,square,2,Genie_G1.0
other,square,2,FCPS_HDBSCAN_8
other,square,2,CTCEHC
other,square,2,mst_divisive_DuNN_25_Max_Min
other,square,2,IcA
other,square,2,mst_divisive_GDunn_d2_D1
other,square,2,mst_divisive_CalinskiHarabasz
other,square,2,mst_divisive_Silhouette
other,square,2,fastcluster_ward
other,square,2,fastcluster_centroid
other,square,2,GDunn_d3_D1
other,square,2,GDunn_d4_D1
other,square,2,fastcluster_weighted
other,square,2,fastcluster_complete
other,square,2,mst_divisive_GDunn_d2_D2
other,square,2,mst_divisive_GDunn_d5_D2
other,square,2,GDunn_d3_D2
other,square,2,sklearn_birch_T0.01_BF50
other,square,2,sklearn_spectral_Alaplacian_G5
other,square,2,fastcluster_median
other,square,2,fastcluster_average
other,square,2,mst_divisive_GDunn_d2_D3
other,square,2,mst_divisive_GDunn_d5_D3
other,square,2,GDunn_d3_D3
other,square,2,FCPS_AdaptiveDensityPeak
other,square,2,GDunn_d4_D2
other,square,2,Silhouette
other,square,2,GDunn_d4_D3
other,square,2,HEMST
other,square,2,FCPS_Minimax
other,square,2,GDunn_d5_D1
other,square,2,GDunn_d2_D1
other,square,2,sklearn_gm
other,square,2,FCPS_Diana
other,square,2,CalinskiHarabasz
other,square,2,FCPS_Hardcl
other,square,2,sklearn_kmeans
other,square,2,FCPS_Softcl
other,square,2,GDunn_d5_D2
other,square,2,FCPS_Fanny
other,square,2,BallHall
other,square,2,GDunn_d2_D2
other,square,2,FCPS_Clara
other,square,2,FCPS_PAM
other,square,2,FCPS_MinEnergy
other,square,2,mst_divisive_BallHall
other,square,2,GDunn_d5_D3
other,square,2,GDunn_d2_D3
other,square,2,DuNN_25_Max_Min
other,square,2,mst_divisive_GDunn_d5_D1
other,square,2,mst_divisive_SilhouetteW
other,square,2,SilhouetteW
other,square,2,mst_divisive_DaviesBouldin
other,square,2,DaviesBouldin
other,square,2,mst_divisive_GDunn_d3_D1
other,square,2,mst_divisive_GDunn_d4_D1
other,square,2,mst_divisive_GDunn_d3_D2
other,square,2,mst_divisive_GDunn_d3_D3
other,square,2,mst_divisive_GDunn_d4_D2
other,square,2,mst_divisive_GDunn_d4_D3
