battery,dataset,k,method
graves,fuzzyx,4,GDunn_d3_D3
graves,fuzzyx,5,GDunn_d3_D3
graves,fuzzyx,2,GDunn_d4_D3
graves,fuzzyx,4,GDunn_d4_D3
graves,fuzzyx,5,GDunn_d4_D3
graves,fuzzyx,2,GDunn_d3_D2
graves,fuzzyx,4,GDunn_d3_D2
graves,fuzzyx,5,GDunn_d3_D2
graves,fuzzyx,2,sklearn_birch_T0.01_BF50
graves,fuzzyx,4,sklearn_birch_T0.01_BF50
graves,fuzzyx,5,sklearn_birch_T0.01_BF50
graves,fuzzyx,2,mst_divisive_GDunn_d2_D3
graves,fuzzyx,4,mst_divisive_GDunn_d2_D3
graves,fuzzyx,5,mst_divisive_GDunn_d2_D3
graves,fuzzyx,2,mst_divisive_GDunn_d2_D2
graves,fuzzyx,4,mst_divisive_GDunn_d2_D2
graves,fuzzyx,5,mst_divisive_GDunn_d2_D2
graves,fuzzyx,2,ITM
graves,fuzzyx,4,ITM
graves,fuzzyx,5,ITM
graves,fuzzyx,2,FCPS_Fanny
graves,fuzzyx,4,FCPS_Fanny
graves,fuzzyx,5,FCPS_Fanny
graves,fuzzyx,2,fastcluster_complete
graves,fuzzyx,4,fastcluster_complete
graves,fuzzyx,5,fastcluster_complete
graves,fuzzyx,2,mst_divisive_GDunn_d5_D2
graves,fuzzyx,4,mst_divisive_GDunn_d5_D2
graves,fuzzyx,5,mst_divisive_GDunn_d5_D2
graves,fuzzyx,2,IcA
graves,fuzzyx,4,IcA
graves,fuzzyx,5,IcA
graves,fuzzyx,2,mst_divisive_GDunn_d5_D1
graves,fuzzyx,4,mst_divisive_GDunn_d5_D1
graves,fuzzyx,5,mst_divisive_GDunn_d5_D1
graves,fuzzyx,2,mst_divisive_GDunn_d2_D1
graves,fuzzyx,4,mst_divisive_GDunn_d2_D1
graves,fuzzyx,5,mst_divisive_GDunn_d2_D1
graves,fuzzyx,2,mst_divisive_CalinskiHarabasz
graves,fuzzyx,4,mst_divisive_CalinskiHarabasz
graves,fuzzyx,5,mst_divisive_CalinskiHarabasz
graves,fuzzyx,2,fastcluster_weighted
graves,fuzzyx,4,fastcluster_weighted
graves,fuzzyx,5,fastcluster_weighted
graves,fuzzyx,2,GDunn_d2_D1
graves,fuzzyx,4,GDunn_d2_D1
graves,fuzzyx,5,GDunn_d2_D1
graves,fuzzyx,2,FCPS_Minimax
graves,fuzzyx,4,FCPS_Minimax
graves,fuzzyx,5,FCPS_Minimax
graves,fuzzyx,2,Silhouette
graves,fuzzyx,4,Silhouette
graves,fuzzyx,5,Silhouette
graves,fuzzyx,2,fastcluster_ward
graves,fuzzyx,4,fastcluster_ward
graves,fuzzyx,5,fastcluster_ward
graves,fuzzyx,2,FCPS_Clara
graves,fuzzyx,4,FCPS_Clara
graves,fuzzyx,5,FCPS_Clara
graves,fuzzyx,2,fastcluster_average
graves,fuzzyx,4,fastcluster_average
graves,fuzzyx,5,fastcluster_average
graves,fuzzyx,2,FCPS_MinEnergy
graves,fuzzyx,4,FCPS_MinEnergy
graves,fuzzyx,5,FCPS_MinEnergy
graves,fuzzyx,2,Genie_G0.1
graves,fuzzyx,4,Genie_G0.1
graves,fuzzyx,5,Genie_G0.1
graves,fuzzyx,2,GIc
graves,fuzzyx,4,GIc
graves,fuzzyx,5,GIc
graves,fuzzyx,2,GDunn_d3_D1
graves,fuzzyx,4,GDunn_d3_D1
graves,fuzzyx,5,GDunn_d3_D1
graves,fuzzyx,2,FCPS_PAM
graves,fuzzyx,4,FCPS_PAM
graves,fuzzyx,5,FCPS_PAM
graves,fuzzyx,2,fastcluster_centroid
graves,fuzzyx,4,fastcluster_centroid
graves,fuzzyx,5,fastcluster_centroid
graves,fuzzyx,2,GDunn_d4_D1
graves,fuzzyx,4,GDunn_d4_D1
graves,fuzzyx,5,GDunn_d4_D1
graves,fuzzyx,2,FCPS_AdaptiveDensityPeak
graves,fuzzyx,4,FCPS_AdaptiveDensityPeak
graves,fuzzyx,5,FCPS_AdaptiveDensityPeak
graves,fuzzyx,2,FCPS_Hardcl
graves,fuzzyx,4,FCPS_Hardcl
graves,fuzzyx,5,FCPS_Hardcl
graves,fuzzyx,2,CTCEHC
graves,fuzzyx,4,CTCEHC
graves,fuzzyx,5,CTCEHC
graves,fuzzyx,2,sklearn_spectral_Alaplacian_G5
graves,fuzzyx,4,sklearn_spectral_Alaplacian_G5
graves,fuzzyx,5,sklearn_spectral_Alaplacian_G5
graves,fuzzyx,2,mst_divisive_GDunn_d5_D3
graves,fuzzyx,4,mst_divisive_GDunn_d5_D3
graves,fuzzyx,5,mst_divisive_GDunn_d5_D3
graves,fuzzyx,2,Genie_G0.3
graves,fuzzyx,4,Genie_G0.3
graves,fuzzyx,5,Genie_G0.3
graves,fuzzyx,2,WCNN_25
graves,fuzzyx,4,WCNN_25
graves,fuzzyx,5,WCNN_25
graves,fuzzyx,2,DaviesBouldin
graves,fuzzyx,4,DaviesBouldin
graves,fuzzyx,5,DaviesBouldin
graves,fuzzyx,2,fastcluster_median
graves,fuzzyx,4,fastcluster_median
graves,fuzzyx,5,fastcluster_median
graves,fuzzyx,2,Genie_G0.5
graves,fuzzyx,4,Genie_G0.5
graves,fuzzyx,5,Genie_G0.5
graves,fuzzyx,2,BallHall
graves,fuzzyx,4,BallHall
graves,fuzzyx,5,BallHall
graves,fuzzyx,2,HEMST
graves,fuzzyx,4,HEMST
graves,fuzzyx,5,HEMST
graves,fuzzyx,2,DuNN_25_Min_Max
graves,fuzzyx,4,DuNN_25_Min_Max
graves,fuzzyx,5,DuNN_25_Min_Max
graves,fuzzyx,2,mst_divisive_BallHall
graves,fuzzyx,4,mst_divisive_BallHall
graves,fuzzyx,5,mst_divisive_BallHall
graves,fuzzyx,2,mst_divisive_DuNN_25_Max_Min
graves,fuzzyx,4,mst_divisive_DuNN_25_Max_Min
graves,fuzzyx,5,mst_divisive_DuNN_25_Max_Min
graves,fuzzyx,2,GDunn_d5_D2
graves,fuzzyx,4,GDunn_d5_D2
graves,fuzzyx,5,GDunn_d5_D2
graves,fuzzyx,2,Genie_G0.7
graves,fuzzyx,4,Genie_G0.7
graves,fuzzyx,5,Genie_G0.7
graves,fuzzyx,2,mst_divisive_DuNN_25_Min_Max
graves,fuzzyx,4,mst_divisive_DuNN_25_Min_Max
graves,fuzzyx,5,mst_divisive_DuNN_25_Min_Max
graves,fuzzyx,2,DuNN_25_Mean_Mean
graves,fuzzyx,4,DuNN_25_Mean_Mean
graves,fuzzyx,5,DuNN_25_Mean_Mean
graves,fuzzyx,2,DuNN_25_Max_Min
graves,fuzzyx,4,DuNN_25_Max_Min
graves,fuzzyx,5,DuNN_25_Max_Min
graves,fuzzyx,2,mst_divisive_GDunn_d3_D1
graves,fuzzyx,4,mst_divisive_GDunn_d3_D1
graves,fuzzyx,5,mst_divisive_GDunn_d3_D1
graves,fuzzyx,2,GDunn_d5_D3
graves,fuzzyx,4,GDunn_d5_D3
graves,fuzzyx,5,GDunn_d5_D3
graves,fuzzyx,2,mst_divisive_WCNN_25
graves,fuzzyx,4,mst_divisive_WCNN_25
graves,fuzzyx,5,mst_divisive_WCNN_25
graves,fuzzyx,2,mst_divisive_DuNN_25_Mean_Mean
graves,fuzzyx,4,mst_divisive_DuNN_25_Mean_Mean
graves,fuzzyx,5,mst_divisive_DuNN_25_Mean_Mean
graves,fuzzyx,2,GDunn_d5_D1
graves,fuzzyx,4,GDunn_d5_D1
graves,fuzzyx,5,GDunn_d5_D1
graves,fuzzyx,2,SilhouetteW
graves,fuzzyx,4,SilhouetteW
graves,fuzzyx,5,SilhouetteW
graves,fuzzyx,2,mst_divisive_DaviesBouldin
graves,fuzzyx,4,mst_divisive_DaviesBouldin
graves,fuzzyx,5,mst_divisive_DaviesBouldin
graves,fuzzyx,2,mst_divisive_GDunn_d3_D2
graves,fuzzyx,4,mst_divisive_GDunn_d3_D2
graves,fuzzyx,5,mst_divisive_GDunn_d3_D2
graves,fuzzyx,2,mst_divisive_GDunn_d4_D3
graves,fuzzyx,4,mst_divisive_GDunn_d4_D3
graves,fuzzyx,5,mst_divisive_GDunn_d4_D3
graves,fuzzyx,2,mst_divisive_GDunn_d4_D2
graves,fuzzyx,4,mst_divisive_GDunn_d4_D2
graves,fuzzyx,5,mst_divisive_GDunn_d4_D2
graves,fuzzyx,2,mst_divisive_GDunn_d4_D1
graves,fuzzyx,4,mst_divisive_GDunn_d4_D1
graves,fuzzyx,5,mst_divisive_GDunn_d4_D1
graves,fuzzyx,2,mst_divisive_GDunn_d3_D3
graves,fuzzyx,4,mst_divisive_GDunn_d3_D3
graves,fuzzyx,5,mst_divisive_GDunn_d3_D3
graves,fuzzyx,2,mst_divisive_SilhouetteW
graves,fuzzyx,4,mst_divisive_SilhouetteW
graves,fuzzyx,5,mst_divisive_SilhouetteW
graves,fuzzyx,2,mst_divisive_GDunn_d1_D1
graves,fuzzyx,4,mst_divisive_GDunn_d1_D1
graves,fuzzyx,5,mst_divisive_GDunn_d1_D1
graves,fuzzyx,2,GDunn_d1_D2
graves,fuzzyx,4,GDunn_d1_D2
graves,fuzzyx,5,GDunn_d1_D2
graves,fuzzyx,2,GDunn_d1_D1
graves,fuzzyx,4,GDunn_d1_D1
graves,fuzzyx,5,GDunn_d1_D1
graves,fuzzyx,2,Genie_G1.0
graves,fuzzyx,4,Genie_G1.0
graves,fuzzyx,5,Genie_G1.0
graves,fuzzyx,2,GDunn_d1_D3
graves,fuzzyx,4,GDunn_d1_D3
graves,fuzzyx,5,GDunn_d1_D3
graves,fuzzyx,2,mst_divisive_GDunn_d1_D3
graves,fuzzyx,4,mst_divisive_GDunn_d1_D3
graves,fuzzyx,5,mst_divisive_GDunn_d1_D3
graves,fuzzyx,2,mst_divisive_GDunn_d1_D2
graves,fuzzyx,4,mst_divisive_GDunn_d1_D2
graves,fuzzyx,5,mst_divisive_GDunn_d1_D2
graves,fuzzyx,2,FCPS_HDBSCAN_4
graves,fuzzyx,4,FCPS_HDBSCAN_4
graves,fuzzyx,5,FCPS_HDBSCAN_4
graves,fuzzyx,2,FCPS_HDBSCAN_2
graves,fuzzyx,4,FCPS_HDBSCAN_2
graves,fuzzyx,5,FCPS_HDBSCAN_2
graves,fuzzyx,2,FCPS_HDBSCAN_8
graves,fuzzyx,4,FCPS_HDBSCAN_8
graves,fuzzyx,5,FCPS_HDBSCAN_8
graves,fuzzyx,2,mst_divisive_Silhouette
graves,fuzzyx,4,mst_divisive_Silhouette
graves,fuzzyx,5,mst_divisive_Silhouette
graves,line,2,mst_divisive_GDunn_d1_D3
graves,line,2,mst_divisive_GDunn_d1_D2
graves,line,2,mst_divisive_GDunn_d1_D1
graves,line,2,WCNN_25
graves,line,2,mst_divisive_WCNN_25
graves,line,2,GDunn_d1_D3
graves,line,2,GDunn_d1_D2
graves,line,2,GDunn_d1_D1
graves,line,2,mst_divisive_DuNN_25_Max_Min
graves,line,2,Genie_G0.3
graves,line,2,mst_divisive_DuNN_25_Mean_Mean
graves,line,2,mst_divisive_DuNN_25_Min_Max
graves,line,2,FCPS_HDBSCAN_8
graves,line,2,FCPS_HDBSCAN_2
graves,line,2,FCPS_HDBSCAN_4
graves,line,2,sklearn_gm
graves,line,2,sklearn_spectral_Alaplacian_G5
graves,line,2,GIc
graves,line,2,Genie_G1.0
graves,line,2,Genie_G0.7
graves,line,2,Genie_G0.5
graves,line,2,DuNN_25_Max_Min
graves,line,2,DuNN_25_Mean_Mean
graves,line,2,DuNN_25_Min_Max
graves,line,2,ITM
graves,line,2,mst_divisive_GDunn_d5_D2
graves,line,2,mst_divisive_GDunn_d2_D2
graves,line,2,CTCEHC
graves,line,2,GDunn_d2_D2
graves,line,2,mst_divisive_GDunn_d2_D3
graves,line,2,GDunn_d5_D2
graves,line,2,FCPS_AdaptiveDensityPeak
graves,line,2,GDunn_d3_D2
graves,line,2,mst_divisive_GDunn_d3_D2
graves,line,2,GDunn_d2_D3
graves,line,2,Genie_G0.1
graves,line,2,GDunn_d3_D1
graves,line,2,GDunn_d4_D1
graves,line,2,GDunn_d4_D2
graves,line,2,FCPS_Fanny
graves,line,2,FCPS_Diana
graves,line,2,mst_divisive_GDunn_d2_D1
graves,line,2,mst_divisive_GDunn_d3_D1
graves,line,2,mst_divisive_GDunn_d4_D1
graves,line,2,GDunn_d2_D1
graves,line,2,mst_divisive_GDunn_d4_D2
graves,line,2,mst_divisive_GDunn_d5_D1
graves,line,2,GDunn_d3_D3
graves,line,2,mst_divisive_CalinskiHarabasz
graves,line,2,FCPS_Softcl
graves,line,2,sklearn_kmeans
graves,line,2,CalinskiHarabasz
graves,line,2,mst_divisive_GDunn_d3_D3
graves,line,2,FCPS_Hardcl
graves,line,2,FCPS_Clara
graves,line,2,FCPS_PAM
graves,line,2,GDunn_d4_D3
graves,line,2,fastcluster_centroid
graves,line,2,mst_divisive_GDunn_d4_D3
graves,line,2,fastcluster_median
graves,line,2,fastcluster_weighted
graves,line,2,mst_divisive_Silhouette
graves,line,2,Silhouette
graves,line,2,IcA
graves,line,2,FCPS_MinEnergy
graves,line,2,BallHall
graves,line,2,sklearn_birch_T0.01_BF50
graves,line,2,fastcluster_average
graves,line,2,mst_divisive_BallHall
graves,line,2,FCPS_Minimax
graves,line,2,GDunn_d5_D1
graves,line,2,fastcluster_complete
graves,line,2,GDunn_d5_D3
graves,line,2,fastcluster_ward
graves,line,2,HEMST
graves,line,2,mst_divisive_DaviesBouldin
graves,line,2,mst_divisive_SilhouetteW
graves,line,2,DaviesBouldin
graves,line,2,SilhouetteW
graves,line,2,mst_divisive_GDunn_d5_D3
graves,parabolic,2,CTCEHC
graves,parabolic,4,CTCEHC
graves,parabolic,2,IcA
graves,parabolic,4,IcA
graves,parabolic,2,Genie_G0.1
graves,parabolic,4,Genie_G0.1
graves,parabolic,2,Genie_G0.3
graves,parabolic,4,Genie_G0.3
graves,parabolic,2,GIc
graves,parabolic,4,GIc
graves,parabolic,2,Genie_G0.5
graves,parabolic,4,Genie_G0.5
graves,parabolic,2,mst_divisive_GDunn_d2_D2
graves,parabolic,4,mst_divisive_GDunn_d2_D2
graves,parabolic,2,mst_divisive_GDunn_d2_D3
graves,parabolic,4,mst_divisive_GDunn_d2_D3
graves,parabolic,2,fastcluster_median
graves,parabolic,4,fastcluster_median
graves,parabolic,2,fastcluster_centroid
graves,parabolic,4,fastcluster_centroid
graves,parabolic,2,mst_divisive_GDunn_d3_D3
graves,parabolic,4,mst_divisive_GDunn_d3_D3
graves,parabolic,2,mst_divisive_GDunn_d3_D2
graves,parabolic,4,mst_divisive_GDunn_d3_D2
graves,parabolic,2,mst_divisive_GDunn_d4_D2
graves,parabolic,4,mst_divisive_GDunn_d4_D2
graves,parabolic,2,mst_divisive_GDunn_d4_D3
graves,parabolic,4,mst_divisive_GDunn_d4_D3
graves,parabolic,2,sklearn_spectral_Alaplacian_G5
graves,parabolic,4,sklearn_spectral_Alaplacian_G5
graves,parabolic,2,ITM
graves,parabolic,4,ITM
graves,parabolic,2,FCPS_Minimax
graves,parabolic,4,FCPS_Minimax
graves,parabolic,2,mst_divisive_CalinskiHarabasz
graves,parabolic,4,mst_divisive_CalinskiHarabasz
graves,parabolic,2,mst_divisive_Silhouette
graves,parabolic,4,mst_divisive_Silhouette
graves,parabolic,2,fastcluster_ward
graves,parabolic,4,fastcluster_ward
graves,parabolic,2,mst_divisive_BallHall
graves,parabolic,4,mst_divisive_BallHall
graves,parabolic,2,mst_divisive_GDunn_d3_D1
graves,parabolic,4,mst_divisive_GDunn_d3_D1
graves,parabolic,2,mst_divisive_GDunn_d4_D1
graves,parabolic,4,mst_divisive_GDunn_d4_D1
graves,parabolic,2,GDunn_d3_D3
graves,parabolic,4,GDunn_d3_D3
graves,parabolic,2,fastcluster_weighted
graves,parabolic,4,fastcluster_weighted
graves,parabolic,2,GDunn_d4_D3
graves,parabolic,4,GDunn_d4_D3
graves,parabolic,2,FCPS_Fanny
graves,parabolic,4,FCPS_Fanny
graves,parabolic,2,FCPS_Diana
graves,parabolic,4,FCPS_Diana
graves,parabolic,2,GDunn_d2_D3
graves,parabolic,4,GDunn_d2_D3
graves,parabolic,2,GDunn_d2_D2
graves,parabolic,4,GDunn_d2_D2
graves,parabolic,2,GDunn_d4_D2
graves,parabolic,4,GDunn_d4_D2
graves,parabolic,2,GDunn_d3_D2
graves,parabolic,4,GDunn_d3_D2
graves,parabolic,2,fastcluster_average
graves,parabolic,4,fastcluster_average
graves,parabolic,2,GDunn_d4_D1
graves,parabolic,4,GDunn_d4_D1
graves,parabolic,2,GDunn_d3_D1
graves,parabolic,4,GDunn_d3_D1
graves,parabolic,2,Silhouette
graves,parabolic,4,Silhouette
graves,parabolic,2,sklearn_birch_T0.01_BF50
graves,parabolic,4,sklearn_birch_T0.01_BF50
graves,parabolic,2,FCPS_Clara
graves,parabolic,4,FCPS_Clara
graves,parabolic,2,fastcluster_complete
graves,parabolic,4,fastcluster_complete
graves,parabolic,2,CalinskiHarabasz
graves,parabolic,4,CalinskiHarabasz
graves,parabolic,2,FCPS_Hardcl
graves,parabolic,4,FCPS_Hardcl
graves,parabolic,2,BallHall
graves,parabolic,4,BallHall
graves,parabolic,2,sklearn_kmeans
graves,parabolic,4,sklearn_kmeans
graves,parabolic,2,FCPS_Softcl
graves,parabolic,4,FCPS_Softcl
graves,parabolic,2,FCPS_PAM
graves,parabolic,4,FCPS_PAM
graves,parabolic,2,FCPS_AdaptiveDensityPeak
graves,parabolic,4,FCPS_AdaptiveDensityPeak
graves,parabolic,2,mst_divisive_GDunn_d2_D1
graves,parabolic,4,mst_divisive_GDunn_d2_D1
graves,parabolic,2,sklearn_gm
graves,parabolic,4,sklearn_gm
graves,parabolic,2,GDunn_d2_D1
graves,parabolic,4,GDunn_d2_D1
graves,parabolic,2,mst_divisive_GDunn_d5_D1
graves,parabolic,4,mst_divisive_GDunn_d5_D1
graves,parabolic,2,FCPS_MinEnergy
graves,parabolic,4,FCPS_MinEnergy
graves,parabolic,2,DuNN_25_Min_Max
graves,parabolic,4,DuNN_25_Min_Max
graves,parabolic,2,mst_divisive_GDunn_d5_D2
graves,parabolic,4,mst_divisive_GDunn_d5_D2
graves,parabolic,2,mst_divisive_GDunn_d5_D3
graves,parabolic,4,mst_divisive_GDunn_d5_D3
graves,parabolic,2,mst_divisive_DuNN_25_Min_Max
graves,parabolic,4,mst_divisive_DuNN_25_Min_Max
graves,parabolic,2,WCNN_25
graves,parabolic,4,WCNN_25
graves,parabolic,2,DaviesBouldin
graves,parabolic,4,DaviesBouldin
graves,parabolic,2,Genie_G0.7
graves,parabolic,4,Genie_G0.7
graves,parabolic,2,mst_divisive_DuNN_25_Max_Min
graves,parabolic,4,mst_divisive_DuNN_25_Max_Min
graves,parabolic,2,GDunn_d5_D1
graves,parabolic,4,GDunn_d5_D1
graves,parabolic,2,HEMST
graves,parabolic,4,HEMST
graves,parabolic,2,DuNN_25_Max_Min
graves,parabolic,4,DuNN_25_Max_Min
graves,parabolic,2,mst_divisive_DuNN_25_Mean_Mean
graves,parabolic,4,mst_divisive_DuNN_25_Mean_Mean
graves,parabolic,2,GDunn_d5_D2
graves,parabolic,4,GDunn_d5_D2
graves,parabolic,2,DuNN_25_Mean_Mean
graves,parabolic,4,DuNN_25_Mean_Mean
graves,parabolic,2,SilhouetteW
graves,parabolic,4,SilhouetteW
graves,parabolic,2,mst_divisive_WCNN_25
graves,parabolic,4,mst_divisive_WCNN_25
graves,parabolic,2,GDunn_d5_D3
graves,parabolic,4,GDunn_d5_D3
graves,parabolic,2,mst_divisive_DaviesBouldin
graves,parabolic,4,mst_divisive_DaviesBouldin
graves,parabolic,2,mst_divisive_SilhouetteW
graves,parabolic,4,mst_divisive_SilhouetteW
graves,parabolic,2,GDunn_d1_D1
graves,parabolic,4,GDunn_d1_D1
graves,parabolic,2,GDunn_d1_D2
graves,parabolic,4,GDunn_d1_D2
graves,parabolic,2,GDunn_d1_D3
graves,parabolic,4,GDunn_d1_D3
graves,parabolic,2,mst_divisive_GDunn_d1_D1
graves,parabolic,4,mst_divisive_GDunn_d1_D1
graves,parabolic,2,mst_divisive_GDunn_d1_D2
graves,parabolic,4,mst_divisive_GDunn_d1_D2
graves,parabolic,2,mst_divisive_GDunn_d1_D3
graves,parabolic,4,mst_divisive_GDunn_d1_D3
graves,parabolic,2,FCPS_HDBSCAN_2
graves,parabolic,4,FCPS_HDBSCAN_2
graves,parabolic,2,Genie_G1.0
graves,parabolic,4,Genie_G1.0
graves,parabolic,2,FCPS_HDBSCAN_8
graves,parabolic,4,FCPS_HDBSCAN_8
graves,parabolic,2,FCPS_HDBSCAN_4
graves,parabolic,4,FCPS_HDBSCAN_4
graves,ring,2,Genie_G0.1
graves,ring,2,mst_divisive_GDunn_d1_D1
graves,ring,2,mst_divisive_GDunn_d1_D2
graves,ring,2,mst_divisive_GDunn_d1_D3
graves,ring,2,mst_divisive_WCNN_25
graves,ring,2,mst_divisive_DuNN_25_Min_Max
graves,ring,2,mst_divisive_DuNN_25_Mean_Mean
graves,ring,2,Genie_G0.3
graves,ring,2,mst_divisive_DuNN_25_Max_Min
graves,ring,2,sklearn_spectral_Alaplacian_G5
graves,ring,2,WCNN_25
graves,ring,2,DuNN_25_Max_Min
graves,ring,2,DuNN_25_Mean_Mean
graves,ring,2,DuNN_25_Min_Max
graves,ring,2,FCPS_HDBSCAN_4
graves,ring,2,FCPS_HDBSCAN_2
graves,ring,2,FCPS_HDBSCAN_8
graves,ring,2,Genie_G0.5
graves,ring,2,Genie_G1.0
graves,ring,2,GIc
graves,ring,2,ITM
graves,ring,2,GDunn_d1_D3
graves,ring,2,GDunn_d1_D2
graves,ring,2,GDunn_d1_D1
graves,ring,2,Genie_G0.7
graves,ring,2,mst_divisive_GDunn_d2_D1
graves,ring,2,IcA
graves,ring,2,fastcluster_complete
graves,ring,2,mst_divisive_Silhouette
graves,ring,2,Silhouette
graves,ring,2,fastcluster_median
graves,ring,2,FCPS_Diana
graves,ring,2,mst_divisive_CalinskiHarabasz
graves,ring,2,FCPS_Hardcl
graves,ring,2,fastcluster_weighted
graves,ring,2,FCPS_MinEnergy
graves,ring,2,mst_divisive_GDunn_d3_D2
graves,ring,2,GDunn_d2_D2
graves,ring,2,mst_divisive_GDunn_d2_D2
graves,ring,2,mst_divisive_GDunn_d5_D2
graves,ring,2,GDunn_d3_D2
graves,ring,2,mst_divisive_GDunn_d3_D1
graves,ring,2,GDunn_d4_D2
graves,ring,2,mst_divisive_GDunn_d4_D2
graves,ring,2,FCPS_PAM
graves,ring,2,FCPS_Clara
graves,ring,2,GDunn_d3_D1
graves,ring,2,FCPS_AdaptiveDensityPeak
graves,ring,2,CTCEHC
graves,ring,2,sklearn_birch_T0.01_BF50
graves,ring,2,fastcluster_ward
graves,ring,2,GDunn_d2_D3
graves,ring,2,GDunn_d3_D3
graves,ring,2,mst_divisive_GDunn_d2_D3
graves,ring,2,mst_divisive_GDunn_d3_D3
graves,ring,2,fastcluster_average
graves,ring,2,mst_divisive_GDunn_d5_D3
graves,ring,2,GDunn_d5_D3
graves,ring,2,GDunn_d2_D1
graves,ring,2,GDunn_d4_D3
graves,ring,2,mst_divisive_GDunn_d4_D3
graves,ring,2,FCPS_Minimax
graves,ring,2,fastcluster_centroid
graves,ring,2,sklearn_gm
graves,ring,2,GDunn_d5_D1
